distance_from_home|distance_from_last_transaction|ratio_to_median_purchase_price|repeat_retailer|used_chip|used_pin_number|online_order|fraud
1.6700312134702922|0.3916364120257343|1.564944093398685|0.0|1.0|0.0|1.0|0.0
221.49099344479347|0.6505457515875795|1.296668568072424|1.0|0.0|0.0|0.0|0.0
10.94079478243816|0.7005320157280843|0.447908566089526|1.0|1.0|0.0|1.0|0.0
1.3023232087876582|0.5736791294915126|0.6229270546194811|0.0|0.0|0.0|1.0|0.0
34.50474993261267|0.2476617822810769|3.503623114218495|1.0|0.0|0.0|0.0|0.0
0.5831472619919091|3.529432111841944|1.8500960512457505|0.0|0.0|0.0|1.0|0.0
232.4705210077337|0.9461258024591378|3.243944315024984|1.0|0.0|1.0|0.0|0.0
4.348628264997081|5.331360106095144|0.2262545611221987|1.0|1.0|0.0|1.0|0.0
122.9980760184752|0.0109082144433506|6.9274286428867855|1.0|1.0|0.0|0.0|1.0
6.847976042323781|4.2586996743468495|1.795882140719421|1.0|0.0|0.0|1.0|0.0
0.6981424725725636|0.0451463860599642|2.420501953248515|0.0|0.0|0.0|1.0|0.0
10.97879868653284|0.4578753854513472|1.7229783588787086|1.0|0.0|0.0|1.0|0.0
161.61662119399122|1.267713310544967|1.5411714925755915|1.0|1.0|0.0|1.0|0.0
2.953829706588924|82.91730047891512|0.7438147444030085|1.0|1.0|0.0|1.0|0.0
39.98641484271669|0.1833355006330084|1.8124886841649808|1.0|1.0|0.0|0.0|0.0
1.687519234349732|0.3814448821039665|2.6407366218990798|0.0|0.0|0.0|1.0|0.0
2.85769377456333|2.3776343328364584|0.7352092766282078|1.0|1.0|0.0|1.0|0.0
7.89363856572806|0.1162542587657256|1.543427025612287|1.0|0.0|0.0|1.0|0.0
172.41484770695018|0.7365068900703347|1.221841625145274|1.0|0.0|0.0|1.0|1.0
20.904922772154865|5.865233195955273|1.8060180792381133|1.0|1.0|0.0|0.0|0.0
1.1492139426124908|16.5489298431018|1.7531583418258898|0.0|0.0|0.0|1.0|0.0
2.2664627432831166|2.824647460299793|1.2005849486829|1.0|1.0|0.0|1.0|0.0
69.14551133521582|2.4438380730924205|0.7518445011166145|1.0|0.0|1.0|1.0|0.0
1.916373188296846|0.7773567115593832|0.4143878692738638|1.0|0.0|0.0|0.0|0.0
11.527544581340084|0.4095848544853403|0.5269301077194449|1.0|0.0|0.0|1.0|0.0
3.09816409674064|2.525928628924404|0.6054565476564386|1.0|1.0|0.0|0.0|0.0
15.792933500283928|0.2458350000486019|4.823438812539238|1.0|0.0|0.0|0.0|0.0
70.49628443973884|4.163256567596071|2.747310728204887|1.0|1.0|0.0|1.0|0.0
3.2938167673166614|0.7850031717904976|0.2371406085447473|1.0|0.0|0.0|1.0|0.0
20.92040782080327|0.3918011451378113|3.4387079619671086|1.0|0.0|0.0|0.0|0.0
8.364618431856716|0.033158760267118|5.053267888994228|1.0|1.0|0.0|1.0|1.0
29.66014041479708|1.9391084158511869|0.1234500499014213|1.0|1.0|1.0|0.0|0.0
24.29284902051358|1.681348589204008|5.370608427631038|1.0|0.0|1.0|0.0|0.0
86.41182808696233|2.579577901634204|0.4670814060788956|1.0|0.0|0.0|0.0|0.0
5.293409855674366|2.3307042776958986|3.693326393160983|1.0|1.0|0.0|1.0|0.0
19.59525114645315|0.252437959307448|1.090813387698261|1.0|0.0|0.0|1.0|0.0
18.03279060556749|0.4039086717297439|0.6128846940266918|1.0|0.0|0.0|0.0|0.0
23.60245632362872|5.182920283785402|0.2245798029917863|1.0|0.0|0.0|1.0|0.0
14.155686145214997|1.7554825322316858|3.0651943134548856|1.0|0.0|0.0|0.0|0.0
27.914095999344063|3.3359896079032327|1.039349944309404|1.0|0.0|0.0|1.0|0.0
47.36334185837783|13.209452577020343|1.480458765573324|1.0|1.0|0.0|0.0|0.0
17.361652536677152|0.440198734245518|6.521848392724916|1.0|0.0|0.0|0.0|0.0
